testcaseId,sscTag,label,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01,2026-02-01,total
TF39,1500,Verwaltungsratshonorar,,,,,,10000.0,,,,,,,,,,,10000.0
TF40,1000,Monatslohn,,,4000.0,4000.0,,,,,,,,4000.0,,4000.0,4000.0,4000.0,24000.0
TF40,1071,Pikettentschädigung,,,,,,,,,,,,,,30500.0,,,30500.0
TF40,1200,13. Monatslohn,,,,,,,,,,,,,,1333.35,,,1333.35
TF40,1212,Sonderzulage,,,,20000.0,,,,,,,,,,500.0,,,20500.0
TF40,1500,Verwaltungsratshonorar,,,,300.0,4000.0,,,,,,,,,6150.0,,,10450.0
TF40,3000,Kinderzulage,,,250.0,250.0,250.0,,,,,,,322.0,,322.0,322.0,322.0,2038.0
TF40,5050,BVG-Beitrag,,,346.67,346.67,320.0,,,,,,,260.0,,460.0,460.0,460.0,2653.34
TF41,1000,Monatslohn,,,10000.0,10000.0,10000.0,,,,10000.0,,,,,,,,40000.0
TF41,1203,Gratifikation,,,,20000.0,,,,,,,,,,,,,20000.0
TF41,1230,Dienstaltersgeschenke,,,,,,,30000.0,,,,,,,,,,30000.0
TF42,1000,Monatslohn,,,,,,,,,,,,,6666.65,6666.65,,,13333.30
TF42,1001,Lohnkorrektur,,,,,,,,,,,,,,-3333.3,,,-3333.3
TF42,1209,Bonuszahlung Vorjahr,,,,,,,,,,,,,,,,30000.0,30000.0
TF42,5050,BVG-Beitrag,,,,,,,,,,,,,466.67,466.67,,,933.34
TF43,1000,Monatslohn,,,,,,,,,,,,,6666.65,6666.65,,,13333.30
TF43,1001,Lohnkorrektur,,,,,,,,,,,,,,-3333.3,,,-3333.3
TF43,1209,Bonuszahlung Vorjahr,,,,,,,,,,,,,,,,30000.0,30000.0
TF43,5050,BVG-Beitrag,,,,,,,,,,,,,533.33,533.33,,,1066.66
TF44,1000,Monatslohn,5500.0,5500.0,5500.0,5500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,37000.0
TF44,1230,Dienstaltersgeschenke,,30000.0,,,,,,,,,,,,,,,30000.0
TF44,2030,Unfall-Taggeld,,,,,,,,,,28000.0,,,,,,,28000.0
TF44,2050,Korrektur Taggelder,,,,,,,,,,-28000.0,,,,,,,-28000.0
TF44,5050,BVG-Beitrag,385.0,385.0,385.0,385.0,,,,,,,,,,,,,1540.0
