00VD               20250212                                                                                   
0601VDA9N       20250101001195100000005000 0900000000000391   
0601VDA9N       20250101001200100000005000 0900000000000396   
0601VDA9N       20250101001205100000005000 0900000000000404   
0601VDA9N       20250101001210100000005000 0900000000000410   
0601VDA9N       20250101001215100000005000 0900000000000418   
0601VDA9N       20250101001220100000005000 0900000000000423   
0601VDA9N       20250101001225100000005000 0900000000000429   
0601VDA9N       20250101001230100000005000 0900000000000435   
0601VDA9N       20250101001235100000005000 0900000000000441   
0601VDA9N       20250101001240100000005000 0900000000000448   
0601VDA9N       20250101001245100000005000 0900000000000453   
0601VDA9N       20250101001250100000005000 0900000000000461   
0601VDA9N       20250101001255100000005000 0900000000000467   
0601VDA9N       20250101001260100000005000 0900000000000471   
0601VDA9N       20250101001265100000005000 0900000000000479   
0601VDA9N       20250101001270100000005000 0900000000000484   
0601VDA9N       20250101001275100000005000 0900000000000490   
0601VDA9N       20250101001280100000005000 0900000000000495   
0601VDA9N       20250101001285100000005000 0900000000000502   
0601VDA9N       20250101001290100000005000 0900000000000507   
0601VDA9N       20250101001295100000005000 0900000000000515   
0601VDA9N       20250101001300100000005000 0900000000000521   
0601VDA9N       20250101001305100000005000 0900000000000526   
0601VDA9N       20250101001310100000005000 0900000000000534   
0601VDA9N       20250101001315100000005000 0900000000000543   
0601VDA9N       20250101001320100000005000 0900000000000548   
0601VDA9N       20250101001325100000005000 0900000000000554   
0601VDA9N       20250101001330100000005000 0900000000000563   
0601VDA9N       20250101001335100000005000 0900000000000567   
0601VDA9N       20250101001340100000005000 0900000000000575   
0601VDA9N       20250101001345100000005000 0900000000000581   
0601VDA9N       20250101001350100000005000 0900000000000588   
0601VDA9N       20250101001355100000005000 0900000000000594   
0601VDA9N       20250101001360100000005000 0900000000000601   
0601VDA9N       20250101001365100000005000 0900000000000606   
0601VDA9N       20250101001370100000005000 0900000000000612   
0601VDA9N       20250101001375100000005000 0900000000000620   
0601VDA9N       20250101001380100000005000 0900000000000624   
0601VDA9N       20250101001385100000005000 0900000000000631   
0601VDA9N       20250101001390100000005000 0900000000000637   
0601VDA9N       20250101001395100000005000 0900000000000644   
0601VDA9N       20250101001400100000005000 0900000000000648   
0601VDA9N       20250101001405100000005000 0900000000000656   
0601VDA9N       20250101001410100000005000 0900000000000661   
0601VDA9N       20250101001415100000005000 0900000000000666   
0601VDA9N       20250101001420100000005000 0900000000000672   
0601VDA9N       20250101001425100000005000 0900000000000678   
0601VDA9N       20250101001430100000005000 0900000000000685   
0601VDA9N       20250101001435100000005000 0900000000000689   
0601VDA9N       20250101001440100000005000 0900000000000696   
0601VDA9N       20250101001445100000005000 0900000000000701   
0601VDA9N       20250101001450100000005000 0900000000000706   
0601VDA9N       20250101001455100000005000 0900000000000712   
0601VDA9N       20250101001460100000005000 0900000000000719   
0601VDA9N       20250101001465100000005000 0900000000000723   
0601VDA9N       20250101001470100000005000 0900000000000731   
0601VDA9N       20250101001475100000005000 0900000000000736   
0601VDA9N       20250101001480100000005000 0900000000000741   
0601VDA9N       20250101001485100000005000 0900000000000749   
0601VDA9N       20250101001490100000005000 0900000000000756   
0601VDA9N       20250101001495100000005000 0900000000000761   
0601VDA9N       20250101001500100000005000 0900000000000769   
0601VDA9N       20250101001505100000005000 0900000000000774   
0601VDA9N       20250101001510100000005000 0900000000000779   
0601VDA9N       20250101001515100000005000 0900000000000786   
0601VDA9N       20250101001520100000005000 0900000000000794   
0601VDA9N       20250101001525100000005000 0900000000000798   
0601VDA9N       20250101001530100000005000 0900000000000806   
0601VDA9N       20250101001535100000005000 0900000000000812   
0601VDA9N       20250101001540100000005000 0900000000000816   
0601VDA9N       20250101001545100000005000 0900000000000824   
0601VDA9N       20250101001550100000005000 0900000000000830   
0601VDA9N       20250101001555100000005000 0900000000000835   
0601VDA9N       20250101001560100000005000 0900000000000843   
0601VDA9N       20250101001565100000005000 0900000000000848   
0601VDA9N       20250101001570100000005000 0900000000000853   
0601VDA9N       20250101001575100000005000 0900000000000859   
0601VDA9N       20250101001580100000005000 0900000000000866   
0601VDA9N       20250101001585100000005000 0900000000000871   
0601VDA9N       20250101001590100000005000 0900000000000877   
0601VDA9N       20250101001595100000005000 0900000000000885   
0601VDA9N       20250101001600100000005000 0900000000000890   
0601VDA9N       20250101001605100000005000 0900000000000898   
0601VDA9N       20250101001610100000005000 0900000000000906   
0601VDA9N       20250101001615100000005000 0900000000000911   
0601VDA9N       20250101001620100000005000 0900000000000917   
0601VDA9N       20250101001625100000005000 0900000000000925   
0601VDA9N       20250101001630100000005000 0900000000000929   
0601VDA9N       20250101001635100000005000 0900000000000932   
0601VDA9N       20250101001640100000005000 0900000000000937   
0601VDA9N       20250101001645100000005000 0900000000000940   
0601VDA9N       20250101001650100000005000 0900000000000944   
0601VDA9N       20250101001655100000005000 0900000000000948   
0601VDA9N       20250101001660100000005000 0900000000000951   
0601VDA9N       20250101001665100000005000 0900000000000956   
0601VDA9N       20250101001670100000005000 0900000000000960   
0601VDA9N       20250101001675100000005000 0900000000000963   
0601VDA9N       20250101001680100000005000 0900000000000967   
0601VDA9N       20250101001685100000005000 0900000000000971   
0601VDA9N       20250101001690100000005000 0900000000000974   
0601VDA9N       20250101001695100000005000 0900000000000978   
0601VDA9N       20250101001700100000005000 0900000000000982   
0601VDA9N       20250101001705100000005000 0900000000000985   
0601VDA9N       20250101001710100000005000 0900000000000989   
0601VDA9N       20250101001715100000005000 0900000000000992   
0601VDA9N       20250101001720100000005000 0900000000000996   
0601VDA9N       20250101001725100000005000 0900000000001000   
0601VDA9N       20250101001730100000005000 0900000000001003   
0601VDA9N       20250101001735100000005000 0900000000001006   
0601VDA9N       20250101001740100000005000 0900000000001009   
0601VDA9N       20250101001745100000005000 0900000000001014   
0601VDA9N       20250101001750100000005000 0900000000001017   
0601VDA9N       20250101001755100000005000 0900000000001020   
0601VDA9N       20250101001760100000005000 0900000000001023   
0601VDA9N       20250101001765100000005000 0900000000001029   
0601VDA9N       20250101001770100000005000 0900000000001031   
0601VDA9N       20250101001775100000005000 0900000000001033   
0601VDA9N       20250101001780100000005000 0900000000001038   
0601VDA9N       20250101001785100000005000 0900000000001044   
0601VDA9N       20250101001790100000005000 0900000000001045   
0601VDA9N       20250101001795100000005000 0900000000001051   
0601VDA9N       20250101001800100000005000 0900000000001053   
0601VDA9N       20250101001805100000005000 0900000000001058   
0601VDA9N       20250101001810100000005000 0900000000001063   
0601VDA9N       20250101001815100000005000 0900000000001066   
0601VDA9N       20250101001820100000005000 0900000000001070   
0601VDA9N       20250101001825100000005000 0900000000001074   
0601VDA9N       20250101001830100000005000 0900000000001078   
0601VDA9N       20250101001835100000005000 0900000000001081   
0601VDA9N       20250101001840100000005000 0900000000001085   
0601VDA9N       20250101001845100000005000 0900000000001089   
0601VDA9N       20250101001850100000005000 0900000000001092   
0601VDA9N       20250101001855100000005000 0900000000001096   
0601VDA9N       20250101001860100000005000 0900000000001101   
0601VDA9N       20250101001865100000005000 0900000000001103   
0601VDA9N       20250101001870100000005000 0900000000001107   
0601VDA9N       20250101001875100000005000 0900000000001112   
0601VDA9N       20250101001880100000005000 0900000000001116   
0601VDA9N       20250101001885100000005000 0900000000001118   
0601VDA9N       20250101001890100000005000 0900000000001123   
0601VDA9N       20250101001895100000005000 0900000000001127   
0601VDA9N       20250101001900100000005000 0900000000001130   
0601VDA9N       20250101001905100000005000 0900000000001134   
0601VDA9N       20250101001910100000005000 0900000000001137   
0601VDA9N       20250101001915100000005000 0900000000001141   
0601VDA9N       20250101001920100000005000 0900000000001144   
0601VDA9N       20250101001925100000005000 0900000000001148   
0601VDA9N       20250101001930100000005000 0900000000001150   
0601VDA9N       20250101001935100000005000 0900000000001155   
0601VDA9N       20250101001940100000005000 0900000000001157   
0601VDA9N       20250101001945100000005000 0900000000001161   
0601VDA9N       20250101001950100000005000 0900000000001164   
0601VDA9N       20250101001955100000005000 0900000000001169   
0601VDA9N       20250101001960100000005000 0900000000001171   
0601VDA9N       20250101001965100000005000 0900000000001176   
0601VDA9N       20250101001970100000005000 0900000000001179   
0601VDA9N       20250101001975100000005000 0900000000001182   
0601VDA9N       20250101001980100000005000 0900000000001186   
0601VDA9N       20250101001985100000005000 0900000000001189   
0601VDA9N       20250101001990100000005000 0900000000001192   
0601VDA9N       20250101001995100000005000 0900000000001195   
0601VDA9N       20250101002000100000050000 0900000000001211   
0601VDA9N       20250101002050100000050000 0900000000001242   
0601VDA9N       20250101002100100000050000 0900000000001277   
0601VDA9N       20250101002150100000050000 0900000000001309   
0601VDA9N       20250101002200100000050000 0900000000001340   
0601VDA9N       20250101002250100000050000 0900000000001369   
0601VDA9N       20250101002300100000050000 0900000000001398   
0601VDA9N       20250101002350100000050000 0900000000001427   
0601VDA9N       20250101002400100000050000 0900000000001456   
0601VDA9N       20250101002450100000050000 0900000000001486   
0601VDA9N       20250101002500100000050000 0900000000001514   
0601VDA9N       20250101002550100000050000 0900000000001543   
0601VDA9N       20250101002600100000050000 0900000000001568   
0601VDA9N       20250101002650100000050000 0900000000001594   
0601VDA9N       20250101002700100000050000 0900000000001619   
0601VDA9N       20250101002750100000050000 0900000000001642   
0601VDA9N       20250101002800100000050000 0900000000001665   
0601VDA9N       20250101002850100000050000 0900000000001688   
0601VDA9N       20250101002900100000050000 0900000000001709   
0601VDA9N       20250101002950100000050000 0900000000001729   
0601VDA9N       20250101003000100000050000 0900000000001749   
0601VDA9N       20250101003050100000050000 0900000000001769   
0601VDA9N       20250101003100100000050000 0900000000001788   
0601VDA9N       20250101003150100000050000 0900000000001806   
0601VDA9N       20250101003200100000050000 0900000000001822   
0601VDA9N       20250101003250100000050000 0900000000001843   
0601VDA9N       20250101003300100000050000 0900000000001862   
0601VDA9N       20250101003350100000050000 0900000000001881   
0601VDA9N       20250101003400100000050000 0900000000001899   
0601VDA9N       20250101003450100000050000 0900000000001917   
0601VDA9N       20250101003500100000050000 0900000000001935   
0601VDA9N       20250101003550100000050000 0900000000001951   
0601VDA9N       20250101003600100000050000 0900000000001967   
0601VDA9N       20250101003650100000050000 0900000000001983   
0601VDA9N       20250101003700100000050000 0900000000001998   
0601VDA9N       20250101003750100000050000 0900000000002013   
0601VDA9N       20250101003800100000050000 0900000000002028   
0601VDA9N       20250101003850100000050000 0900000000002042   
0601VDA9N       20250101003900100000050000 0900000000002056   
0601VDA9N       20250101003950100000050000 0900000000002070   
0601VDA9N       20250101004000100000050000 0900000000002083   
0601VDA9N       20250101004050100000050000 0900000000002119   
0601VDA9N       20250101004100100000050000 0900000000002164   
0601VDA9N       20250101004150100000050000 0900000000002203   
0601VDA9N       20250101004200100000050000 0900000000002243   
0601VDA9N       20250101004250100000050000 0900000000002285   
0601VDA9N       20250101004300100000050000 0900000000002323   
0601VDA9N       20250101004350100000050000 0900000000002359   
0601VDA9N       20250101004400100000050000 0900000000002397   
0601VDA9N       20250101004450100000050000 0900000000002431   
0601VDA9N       20250101004500100000050000 0900000000002463   
0601VDA9N       20250101004550100000050000 0900000000002492   
0601VDA9N       20250101004600100000050000 0900000000002520   
0601VDA9N       20250101004650100000050000 0900000000002549   
0601VDA9N       20250101004700100000050000 0900000000002577   
0601VDA9N       20250101004750100000050000 0900000000002602   
0601VDA9N       20250101004800100000050000 0900000000002626   
0601VDA9N       20250101004850100000050000 0900000000002650   
0601VDA9N       20250101004900100000050000 0900000000002674   
0601VDA9N       20250101004950100000050000 0900000000002698   
0601VDA9N       20250101005000100000050000 0900000000002720   
0601VDA9N       20250101005050100000050000 0900000000002741   
0601VDA9N       20250101005100100000050000 0900000000002762   
0601VDA9N       20250101005150100000050000 0900000000002782   
0601VDA9N       20250101005200100000050000 0900000000002802   
0601VDA9N       20250101005250100000050000 0900000000002822   
0601VDA9N       20250101005300100000050000 0900000000002841   
0601VDA9N       20250101005350100000050000 0900000000002860   
0601VDA9N       20250101005400100000050000 0900000000002877   
0601VDA9N       20250101005450100000050000 0900000000002895   
0601VDA9N       20250101005500100000050000 0900000000002914   
0601VDA9N       20250101005550100000050000 0900000000002931   
0601VDA9N       20250101005600100000050000 0900000000002949   
0601VDA9N       20250101005650100000050000 0900000000002965   
0601VDA9N       20250101005700100000050000 0900000000002981   
0601VDA9N       20250101005750100000050000 0900000000002997   
0601VDA9N       20250101005800100000050000 0900000000003013   
0601VDA9N       20250101005850100000050000 0900000000003029   
0601VDA9N       20250101005900100000050000 0900000000003045   
0601VDA9N       20250101005950100000050000 0900000000003061   
0601VDA9N       20250101006000100000050000 0900000000003074   
0601VDA9N       20250101006050100000050000 0900000000003089   
0601VDA9N       20250101006100100000050000 0900000000003104   
0601VDA9N       20250101006150100000050000 0900000000003118   
0601VDA9N       20250101006200100000050000 0900000000003133   
0601VDA9N       20250101006250100000050000 0900000000003147   
0601VDA9N       20250101006300100000050000 0900000000003160   
0601VDA9N       20250101006350100000050000 0900000000003174   
0601VDA9N       20250101006400100000050000 0900000000003186   
0601VDA9N       20250101006450100000050000 0900000000003200   
0601VDA9N       20250101006500100000050000 0900000000003211   
0601VDA9N       20250101006550100000050000 0900000000003223   
0601VDA9N       20250101006600100000050000 0900000000003235   
0601VDA9N       20250101006650100000050000 0900000000003246   
0601VDA9N       20250101006700100000050000 0900000000003257   
0601VDA9N       20250101006750100000050000 0900000000003267   
0601VDA9N       20250101006800100000050000 0900000000003278   
0601VDA9N       20250101006850100000050000 0900000000003289   
0601VDA9N       20250101006900100000050000 0900000000003299   
0601VDA9N       20250101006950100000050000 0900000000003308   
0601VDA9N       20250101007000100000050000 0900000000003318   
0601VDA9N       20250101007050100000050000 0900000000003327   
0601VDA9N       20250101007100100000050000 0900000000003336   
0601VDA9N       20250101007150100000050000 0900000000003345   
0601VDA9N       20250101007200100000050000 0900000000003354   
0601VDA9N       20250101007250100000050000 0900000000003362   
0601VDA9N       20250101007300100000050000 0900000000003370   
0601VDA9N       20250101007350100000050000 0900000000003378   
0601VDA9N       20250101007400100000050000 0900000000003386   
0601VDA9N       20250101007450100000050000 0900000000003394   
0601VDA9N       20250101007500100000050000 0900000000003402   
0601VDA9N       20250101007550100000050000 0900000000003410   
0601VDA9N       20250101007600100000050000 0900000000003416   
0601VDA9N       20250101007650100000050000 0900000000003424   
0601VDA9N       20250101007700100000050000 0900000000003431   
0601VDA9N       20250101007750100000050000 0900000000003437   
0601VDA9N       20250101007800100000050000 0900000000003444   
0601VDA9N       20250101007850100000050000 0900000000003451   
0601VDA9N       20250101007900100000050000 0900000000003457   
0601VDA9N       20250101007950100000050000 0900000000003464   
0601VDA9N       20250101008000100000050000 0900000000003470   
0601VDA9N       20250101008050100000050000 0900000000003476   
0601VDA9N       20250101008100100000050000 0900000000003483   
0601VDA9N       20250101008150100000050000 0900000000003488   
0601VDA9N       20250101008200100000050000 0900000000003494   
0601VDA9N       20250101008250100000050000 0900000000003499   
0601VDA9N       20250101008300100000050000 0900000000003503   
0601VDA9N       20250101008350100000050000 0900000000003508   
0601VDA9N       20250101008400100000050000 0900000000003513   
0601VDA9N       20250101008450100000050000 0900000000003518   
0601VDA9N       20250101008500100000050000 0900000000003522   
0601VDA9N       20250101008550100000050000 0900000000003526   
0601VDA9N       20250101008600100000050000 0900000000003531   
0601VDA9N       20250101008650100000050000 0900000000003534   
0601VDA9N       20250101008700100000050000 0900000000003539   
0601VDA9N       20250101008750100000050000 0900000000003543   
0601VDA9N       20250101008800100000050000 0900000000003547   
0601VDA9N       20250101008850100000050000 0900000000003551   
0601VDA9N       20250101008900100000050000 0900000000003555   
0601VDA9N       20250101008950100000050000 0900000000003559   
0601VDA9N       20250101009000100000050000 0900000000003563   
0601VDA9N       20250101009050100000050000 0900000000003566   
0601VDA9N       20250101009100100000050000 0900000000003570   
0601VDA9N       20250101009150100000050000 0900000000003573   
0601VDA9N       20250101009200100000050000 0900000000003576   
0601VDA9N       20250101009250100000050000 0900000000003580   
0601VDA9N       20250101009300100000050000 0900000000003583   
0601VDA9N       20250101009350100000050000 0900000000003587   
0601VDA9N       20250101009400100000050000 0900000000003590   
0601VDA9N       20250101009450100000050000 0900000000003594   
0601VDA9N       20250101009500100000050000 0900000000003597   
0601VDA9N       20250101009550100000050000 0900000000003600   
0601VDA9N       20250101009600100000050000 0900000000003603   
0601VDA9N       20250101009650100000050000 0900000000003606   
0601VDA9N       20250101009700100000050000 0900000000003610   
0601VDA9N       20250101009750100000050000 0900000000003612   
0601VDA9N       20250101009800100000050000 0900000000003616   
0601VDA9N       20250101009850100000050000 0900000000003618   
0601VDA9N       20250101009900100000050000 0900000000003621   
0601VDA9N       20250101009950100000050000 0900000000003624   
0601VDA9N       20250101010000100040000000 0900000000003626   
0601VDB0N       20250101000000100000385000 0000000000000000   
0601VDB0N       20250101000385100000005000 0000000000000005   
0601VDB0N       20250101000390100000005000 0000000000000009   
0601VDB0N       20250101000395100000005000 0000000000000013   
0601VDB0N       20250101000400100000005000 0000000000000019   
0601VDB0N       20250101000405100000005000 0000000000000025   
0601VDB0N       20250101000410100000005000 0000000000000031   
0601VDB0N       20250101000415100000005000 0000000000000038   
0601VDB0N       20250101000420100000005000 0000000000000054   
0601VDB0N       20250101000425100000005000 0000000000000063   
0601VDB0N       20250101000430100000005000 0000000000000073   
0601VDB0N       20250101000435100000005000 0000000000000082   
0601VDB0N       20250101000440100000005000 0000000000000093   
0601VDB0N       20250101000445100000005000 0000000000000108   
0601VDB0N       20250101000450100000005000 0000000000000120   
0601VDB0N       20250101000455100000005000 0000000000000132   
0601VDB0N       20250101000460100000005000 0000000000000143   
0601VDB0N       20250101000465100000005000 0000000000000155   
0601VDB0N       20250101000470100000005000 0000000000000169   
0601VDB0N       20250101000475100000005000 0000000000000179   
0601VDB0N       20250101000480100000005000 0000000000000192   
0601VDB0N       20250101000485100000005000 0000000000000205   
0601VDB0N       20250101000490100000005000 0000000000000219   
0601VDB0N       20250101000495100000005000 0000000000000234   
0601VDB0N       20250101000500100000005000 0000000000000246   
0601VDB0N       20250101000505100000005000 0000000000000258   
0601VDB0N       20250101000510100000005000 0000000000000269   
0601VDB0N       20250101000515100000005000 0000000000000282   
0601VDB0N       20250101000520100000005000 0000000000000294   
0601VDB0N       20250101000525100000005000 0000000000000311   
0601VDB0N       20250101000530100000005000 0000000000000326   
0601VDB0N       20250101000535100000005000 0000000000000338   
0601VDB0N       20250101000540100000005000 0000000000000351   
0601VDB0N       20250101000545100000005000 0000000000000363   
0601VDB0N       20250101000550100000005000 0000000000000379   
0601VDB0N       20250101000555100000005000 0000000000000393   
0601VDB0N       20250101000560100000005000 0000000000000406   
0601VDB0N       20250101000565100000005000 0000000000000422   
0601VDB0N       20250101000570100000005000 0000000000000435   
0601VDB0N       20250101000575100000005000 0000000000000449   
0601VDB0N       20250101000580100000005000 0000000000000462   
0601VDB0N       20250101000585100000005000 0000000000000476   
0601VDB0N       20250101000590100000005000 0000000000000487   
0601VDB0N       20250101000595100000005000 0000000000000502   
0601VDB0N       20250101000600100000005000 0000000000000514   
0601VDB0N       20250101000605100000005000 0000000000000526   
0601VDB0N       20250101000610100000005000 0000000000000538   
0601VDB0N       20250101000615100000005000 0000000000000550   
0601VDB0N       20250101000620100000005000 0000000000000561   
0601VDB0N       20250101000625100000005000 0000000000000574   
0601VDB0N       20250101000630100000005000 0000000000000585   
0601VDB0N       20250101000635100000005000 0000000000000597   
0601VDB0N       20250101000640100000005000 0000000000000607   
0601VDB0N       20250101000645100000005000 0000000000000619   
0601VDB0N       20250101000650100000005000 0000000000000630   
0601VDB0N       20250101000655100000005000 0000000000000643   
0601VDB0N       20250101000660100000005000 0000000000000655   
0601VDB0N       20250101000665100000005000 0000000000000669   
0601VDB0N       20250101000670100000005000 0000000000000680   
0601VDB0N       20250101000675100000005000 0000000000000693   
0601VDB0N       20250101000680100000005000 0000000000000705   
0601VDB0N       20250101000685100000005000 0000000000000719   
0601VDB0N       20250101000690100000005000 0000000000000730   
0601VDB0N       20250101000695100000005000 0000000000000742   
0601VDB0N       20250101000700100000005000 0000000000000753   
0601VDB0N       20250101000705100000005000 0000000000000764   
0601VDB0N       20250101000710100000005000 0000000000000775   
0601VDB0N       20250101000715100000005000 0000000000000788   
0601VDB0N       20250101000720100000005000 0000000000000799   
0601VDB0N       20250101000725100000005000 0000000000000811   
0601VDB0N       20250101000730100000005000 0000000000000821   
0601VDB0N       20250101000735100000005000 0000000000000833   
0601VDB0N       20250101000740100000005000 0000000000000843   
0601VDB0N       20250101000745100000005000 0000000000000855   
0601VDB0N       20250101000750100000005000 0000000000000865   
0601VDB0N       20250101000755100000005000 0000000000000876   
0601VDB0N       20250101000760100000005000 0000000000000885   
0601VDB0N       20250101000765100000005000 0000000000000897   
0601VDB0N       20250101000770100000005000 0000000000000906   
0601VDB0N       20250101000775100000005000 0000000000000917   
0601VDB0N       20250101000780100000005000 0000000000000930   
0601VDB0N       20250101000785100000005000 0000000000000939   
0601VDB0N       20250101000790100000005000 0000000000000949   
0601VDB0N       20250101000795100000005000 0000000000000958   
0601VDB0N       20250101000800100000005000 0000000000000967   
0601VDB0N       20250101000805100000005000 0000000000000976   
0601VDB0N       20250101000810100000005000 0000000000000986   
0601VDB0N       20250101000815100000005000 0000000000000994   
0601VDB0N       20250101000820100000005000 0000000000000999   
0601VDB0N       20250101000825100000005000 0000000000001003   
0601VDB0N       20250101000830100000005000 0000000000001008   
0601VDB0N       20250101000835100000005000 0000000000001012   
0601VDB0N       20250101000840100000005000 0000000000001017   
0601VDB0N       20250101000845100000005000 0000000000001020   
0601VDB0N       20250101000850100000005000 0000000000001024   
0601VDB0N       20250101000855100000005000 0000000000001029   
0601VDB0N       20250101000860100000005000 0000000000001033   
0601VDB0N       20250101000865100000005000 0000000000001036   
0601VDB0N       20250101000870100000005000 0000000000001040   
0601VDB0N       20250101000875100000005000 0000000000001044   
0601VDB0N       20250101000880100000005000 0000000000001049   
0601VDB0N       20250101000885100000005000 0000000000001054   
0601VDB0N       20250101000890100000005000 0000000000001057   
0601VDB0N       20250101000895100000005000 0000000000001064   
0601VDB0N       20250101000900100000005000 0000000000001069   
0601VDB0N       20250101000905100000005000 0000000000001073   
0601VDB0N       20250101000910100000005000 0000000000001078   
0601VDB0N       20250101000915100000005000 0000000000001083   
0601VDB0N       20250101000920100000005000 0000000000001088   
0601VDB0N       20250101000925100000005000 0000000000001094   
0601VDB0N       20250101000930100000005000 0000000000001099   
0601VDB0N       20250101000935100000005000 0000000000001102   
0601VDB0N       20250101000940100000005000 0000000000001108   
0601VDB0N       20250101000945100000005000 0000000000001113   
0601VDB0N       20250101000950100000005000 0000000000001117   
0601VDB0N       20250101000955100000005000 0000000000001121   
0601VDB0N       20250101000960100000005000 0000000000001125   
0601VDB0N       20250101000965100000005000 0000000000001131   
0601VDB0N       20250101000970100000005000 0000000000001135   
0601VDB0N       20250101000975100000005000 0000000000001140   
0601VDB0N       20250101000980100000005000 0000000000001143   
0601VDB0N       20250101000985100000005000 0000000000001148   
0601VDB0N       20250101000990100000005000 0000000000001152   
0601VDB0N       20250101000995100000005000 0000000000001156   
0601VDB0N       20250101001000100000005000 0000000000001161   
0601VDB0N       20250101001005100000005000 0000000000001165   
0601VDB0N       20250101001010100000005000 0000000000001169   
0601VDB0N       20250101001015100000005000 0000000000001173   
0601VDB0N       20250101001020100000005000 0000000000001177   
0601VDB0N       20250101001025100000005000 0000000000001181   
0601VDB0N       20250101001030100000005000 0000000000001185   
0601VDB0N       20250101001035100000005000 0000000000001189   
0601VDB0N       20250101001040100000005000 0000000000001193   
0601VDB0N       20250101001045100000005000 0000000000001196   
0601VDB0N       20250101001050100000005000 0000000000001200   
0601VDB0N       20250101001055100000005000 0000000000001204   
0601VDB0N       20250101001060100000005000 0000000000001209   
0601VDB0N       20250101001065100000005000 0000000000001212   
0601VDB0N       20250101001070100000005000 0000000000001216   
0601VDB0N       20250101001075100000005000 0000000000001220   
0601VDB0N       20250101001080100000005000 0000000000001224   
0601VDB0N       20250101001085100000005000 0000000000001229   
0601VDB0N       20250101001090100000005000 0000000000001232   
0601VDB0N       20250101001095100000005000 0000000000001237   
0601VDB0N       20250101001100100000005000 0000000000001242   
0601VDB0N       20250101001105100000005000 0000000000001245   
0601VDB0N       20250101001110100000005000 0000000000001249   
0601VDB0N       20250101001115100000005000 0000000000001252   
0601VDB0N       20250101001120100000005000 0000000000001257   
0601VDB0N       20250101001125100000005000 0000000000001260   
0601VDB0N       20250101001130100000005000 0000000000001263   
0601VDB0N       20250101001135100000005000 0000000000001269   
0601VDB0N       20250101001140100000005000 0000000000001272   
0601VDB0N       20250101001145100000005000 0000000000001276   
0601VDB0N       20250101001150100000005000 0000000000001279   
0601VDB0N       20250101001155100000005000 0000000000001283   
0601VDB0N       20250101001160100000005000 0000000000001288   
0601VDB0N       20250101001165100000005000 0000000000001291   
0601VDB0N       20250101001170100000005000 0000000000001295   
0601VDB0N       20250101001175100000005000 0000000000001298   
0601VDB0N       20250101001180100000005000 0000000000001302   
0601VDB0N       20250101001185100000005000 0000000000001308   
0601VDB0N       20250101001190100000005000 0000000000001312   
0601VDB0N       20250101001195100000005000 0000000000001317   
0601VDB0N       20250101001200100000005000 0000000000001321   
0601VDB0N       20250101001205100000005000 0000000000001326   
0601VDB0N       20250101001210100000005000 0000000000001331   
0601VDB0N       20250101001215100000005000 0000000000001336   
0601VDB0N       20250101001220100000005000 0000000000001339   
0601VDB0N       20250101001225100000005000 0000000000001343   
0601VDB0N       20250101001230100000005000 0000000000001348   
0601VDB0N       20250101001235100000005000 0000000000001353   
0601VDB0N       20250101001240100000005000 0000000000001358   
0601VDB0N       20250101001245100000005000 0000000000001362   
0601VDB0N       20250101001250100000005000 0000000000001367   
0601VDB0N       20250101001255100000005000 0000000000001371   
0601VDB0N       20250101001260100000005000 0000000000001375   
0601VDB0N       20250101001265100000005000 0000000000001381   
0601VDB0N       20250101001270100000005000 0000000000001384   
0601VDB0N       20250101001275100000005000 0000000000001389   
0601VDB0N       20250101001280100000005000 0000000000001392   
0601VDB0N       20250101001285100000005000 0000000000001397   
0601VDB0N       20250101001290100000005000 0000000000001402   
0601VDB0N       20250101001295100000005000 0000000000001405   
0601VDB0N       20250101001300100000005000 0000000000001411   
0601VDB0N       20250101001305100000005000 0000000000001414   
0601VDB0N       20250101001310100000005000 0000000000001418   
0601VDB0N       20250101001315100000005000 0000000000001425   
0601VDB0N       20250101001320100000005000 0000000000001427   
0601VDB0N       20250101001325100000005000 0000000000001432   
0601VDB0N       20250101001330100000005000 0000000000001436   
0601VDB0N       20250101001335100000005000 0000000000001441   
0601VDB0N       20250101001340100000005000 0000000000001444   
0601VDB0N       20250101001345100000005000 0000000000001449   
0601VDB0N       20250101001350100000005000 0000000000001453   
0601VDB0N       20250101001355100000005000 0000000000001457   
0601VDB0N       20250101001360100000005000 0000000000001462   
0601VDB0N       20250101001365100000005000 0000000000001466   
0601VDB0N       20250101001370100000005000 0000000000001469   
0601VDB0N       20250101001375100000005000 0000000000001474   
0601VDB0N       20250101001380100000005000 0000000000001477   
0601VDB0N       20250101001385100000005000 0000000000001482   
0601VDB0N       20250101001390100000005000 0000000000001487   
0601VDB0N       20250101001395100000005000 0000000000001490   
0601VDB0N       20250101001400100000005000 0000000000001494   
0601VDB0N       20250101001405100000005000 0000000000001500   
0601VDB0N       20250101001410100000005000 0000000000001503   
0601VDB0N       20250101001415100000005000 0000000000001508   
0601VDB0N       20250101001420100000005000 0000000000001512   
0601VDB0N       20250101001425100000005000 0000000000001517   
0601VDB0N       20250101001430100000005000 0000000000001521   
0601VDB0N       20250101001435100000005000 0000000000001525   
0601VDB0N       20250101001440100000005000 0000000000001529   
0601VDB0N       20250101001445100000005000 0000000000001534   
0601VDB0N       20250101001450100000005000 0000000000001538   
